==06:00:06==,,,
編號,站名,往南港展覽館,往動物園
BR14,松山機場,4332,2212
BR15,大直,3222,2212
BR16,劍南路,3333,1223
BR17,西湖,3322,2323
BR18,港墘,1111,----
BR19,文德,1111,3232
BR20,內湖,1111,3323
BR21,大湖公園,1211,3222
BR22,葫洲,1111,2233
BR23,東湖,----,----
BR24,南港展覽館,1211,1111
==17:00:06==,,,
BR01,動物園,1111,1111
BR02,木柵,----,1111
BR03,萬芳社區,1111,1112
BR04,萬芳醫院,1111,1111
BR05,辛亥,1211,1111
BR06,麟光,----,1111
BR07,六張犁,1111,1112
BR08,科技大樓,1111,2123
BR09,大安,2111,2222
BR10,大安森林公園,2111,2212
BR11,忠孝復興,3232,2123
BR12,南京復興,3223,3222
BR13,中山國中,----,2221
BR14,松山機場,3211,2122
BR15,大直,3211,2121
BR16,劍南路,2123,2122
BR17,西湖,1111,1122
BR18,港墘,1111,----
BR19,文德,1111,1121
BR20,內湖,----,1121
BR21,大湖公園,1111,2121
BR22,葫洲,1111,1121
BR23,東湖,----,1121
BR24,南港展覽館,1111,1111
==18:00:06==,,,
BR01,動物園,----,----
BR02,木柵,1111,1111
BR03,萬芳社區,1111,1111
BR04,萬芳醫院,1111,1111
BR05,辛亥,1111,2112
BR06,麟光,2212,2112
BR07,六張犁,2333,3233
BR08,科技大樓,2234,----
BR09,大安,4323,3233
BR10,大安森林公園,3434,3333
BR11,忠孝復興,4434,3333
BR12,南京復興,4444,----
BR13,中山國中,3333,3233
BR14,松山機場,3333,2323
BR15,大直,4323,3333
BR16,劍南路,3311,1122
BR17,西湖,2122,3343
BR18,港墘,1111,----
BR19,文德,1111,2222
BR20,內湖,1111,2132
BR21,大湖公園,1111,----
BR22,葫洲,1111,1111
BR23,東湖,----,1111
BR24,南港展覽館,1111,1111
==19:00:06==,,,
BR01,動物園,1111,1111
BR02,木柵,1111,1111
BR03,萬芳社區,1111,1111
BR04,萬芳醫院,1111,1111
BR05,辛亥,2111,1111
BR06,麟光,1121,1111
BR07,六張犁,----,1111
BR08,科技大樓,2234,2112
BR09,大安,2233,----
BR10,大安森林公園,3232,2113
BR11,忠孝復興,3434,3332
BR12,南京復興,4333,2122
BR13,中山國中,3333,2323
BR14,松山機場,2233,3331
BR15,大直,1133,2221
BR16,劍南路,1123,2222
BR17,西湖,2111,2222
BR18,港墘,1111,2232
BR19,文德,1111,1122
BR20,內湖,1112,3121
BR21,大湖公園,1211,1132
BR22,葫洲,1111,----
BR23,東湖,2211,----
BR24,南港展覽館,----,1111
==20:00:06==,,,
BR01,動物園,1111,1111
BR02,木柵,1111,1111
BR03,萬芳社區,1111,1111
BR04,萬芳醫院,1111,1111
BR05,辛亥,1111,----
BR06,麟光,1112,1111
BR07,六張犁,1123,1111
BR08,科技大樓,2223,----
BR09,大安,2221,1112
BR10,大安森林公園,2221,1111
BR11,忠孝復興,3132,2221
BR12,南京復興,2323,2111
BR13,中山國中,----,2111
BR14,松山機場,3222,1111
BR15,大直,----,1111
BR16,劍南路,3333,1121
BR17,西湖,2211,1122
BR18,港墘,----,1121
BR19,文德,1111,1111
BR20,內湖,1111,1122
BR21,大湖公園,----,1121
BR22,葫洲,2121,1111
BR23,東湖,----,----
BR24,南港展覽館,1111,----
==21:00:06==,,,
BR01,動物園,----,----
BR02,木柵,2211,1111
BR03,萬芳社區,----,1111
BR04,萬芳醫院,----,1111
BR05,辛亥,1121,1111
BR06,麟光,1121,----
BR07,六張犁,----,1111
BR08,科技大樓,----,1111
BR09,大安,3322,1111
BR10,大安森林公園,2222,----
BR11,忠孝復興,2123,3231
BR12,南京復興,2122,2231
BR13,中山國中,----,2212
BR14,松山機場,----,2112
BR15,大直,----,----
BR16,劍南路,----,----
BR17,西湖,1111,1122
BR18,港墘,1111,1122
BR19,文德,----,1111
BR20,內湖,----,----
BR21,大湖公園,----,1111
BR22,葫洲,1111,1111
BR23,東湖,1111,1111
BR24,南港展覽館,1111,1111
==22:00:10==,,,
BR01,動物園,1111,1111
BR02,木柵,1111,----
BR03,萬芳社區,1111,----
BR04,萬芳醫院,1111,----
BR05,辛亥,2221,1111
BR06,麟光,----,1111
BR07,六張犁,----,1111
BR08,科技大樓,1133,----
BR09,大安,----,----
BR10,大安森林公園,1132,3222
BR11,忠孝復興,3322,3233
BR12,南京復興,3322,----
BR13,中山國中,----,----
BR14,松山機場,----,----
BR15,大直,----,----
BR16,劍南路,2111,----
BR17,西湖,1111,----
BR18,港墘,1111,1132
BR19,文德,----,1122
BR20,內湖,1111,1111
BR21,大湖公園,1111,----
BR22,葫洲,----,----
BR23,東湖,----,1111
BR24,南港展覽館,----,1111
